account_id,arr,seat_count,tenure_months,contract_length_months,prior_discount_count,usage_trend_30d,feature_adoption_breadth,seat_utilization,support_tickets_90d,nps_score,treated_discount_offered,renewed,_true_causal_effect_logodds
8590,42458.0,17,32,12,1,-0.246,0.695,0.483,0,-26.3,1,1,1.5568
8591,12966.0,14,39,12,1,1.759,0.111,0.782,2,77.2,1,1,0.0053
8592,6473.0,18,30,24,1,0.302,0.662,0.764,2,41.4,1,1,1.1712
8593,53190.0,16,54,24,1,0.434,0.654,0.874,2,59.8,1,1,0.1395
8594,4873.0,15,54,24,0,0.323,0.214,0.626,1,28.8,1,1,0.1667
8595,9998.0,17,19,12,0,-0.371,0.27,0.459,1,2.3,1,1,1.6349
8596,50691.0,14,31,24,1,1.638,0.514,0.559,1,63.4,1,1,0.0148
8597,11022.0,22,44,36,0,-0.596,0.41,0.492,1,40.7,1,0,0.595
8598,16317.0,11,30,24,1,0.809,0.439,0.682,3,30.5,1,0,0.4039
8599,6439.0,19,9,12,0,-1.351,0.514,0.776,2,43.3,1,0,0.1735
8600,18108.0,16,27,12,0,0.103,0.312,0.746,1,75.3,0,1,1.5526
8601,2507.0,12,47,24,0,1.151,0.487,0.611,3,22.0,1,1,0.044
8602,9178.0,13,23,12,1,-1.466,0.593,0.326,2,37.3,1,1,0.1938
8603,61697.0,12,55,12,0,-0.59,0.272,0.418,3,47.8,0,1,0.1723
8604,3172.0,9,59,24,1,-0.892,0.354,0.136,4,-0.6,1,1,0.0608
8605,23096.0,18,56,36,1,0.489,0.873,0.979,2,5.4,1,1,0.0956
8606,6953.0,20,7,12,0,0.781,0.553,0.813,1,55.6,0,1,0.2485
8607,5553.0,13,51,12,1,-0.927,0.408,0.817,2,58.5,1,1,0.1709
8608,7384.0,15,56,24,1,-0.624,0.709,0.868,2,32.2,1,1,0.144
8609,60972.0,17,7,24,0,-2.361,0.963,0.889,1,76.5,0,1,0.0014
8610,20367.0,16,59,24,1,-0.67,0.669,0.599,2,19.4,0,1,0.0871
8611,4561.0,18,42,12,0,0.516,0.585,0.562,0,35.2,1,1,0.4302
8612,20251.0,14,31,24,1,-1.441,0.513,0.686,1,24.6,1,1,0.1901
8613,7733.0,11,42,12,1,0.478,0.293,0.912,2,7.3,1,1,0.4627
8614,4833.0,13,55,36,1,-0.973,0.756,0.306,0,22.5,1,0,0.0928
8615,19966.0,19,56,12,1,1.15,0.558,0.492,2,40.7,1,1,0.0147
8616,20856.0,16,29,12,0,0.553,0.319,0.482,1,31.5,1,0,0.775
8617,11172.0,17,23,12,0,-0.522,0.326,0.576,2,44.8,0,1,1.5553
8618,1641.0,14,36,12,2,1.075,0.665,0.614,1,30.0,1,0,0.1367
8619,52171.0,19,53,24,3,-0.674,0.418,0.721,0,7.0,1,1,0.2033
8620,9302.0,17,46,12,1,-1.137,0.178,0.821,3,36.8,1,1,0.1816
8621,45828.0,13,52,12,0,-2.268,0.304,0.774,2,58.4,0,1,0.0008
8622,4707.0,15,49,12,2,-1.273,0.729,0.737,2,44.3,1,0,0.0908
8623,8124.0,9,8,12,0,-1.211,0.949,0.732,3,23.8,1,0,0.2464
8624,3807.0,15,22,12,0,0.381,0.367,0.941,5,38.5,1,1,1.1157
8625,20598.0,22,26,12,0,0.21,0.737,0.752,3,-1.8,1,0,1.4133
8626,82693.0,16,8,24,0,-1.777,0.724,0.891,0,14.8,1,1,0.0323
8627,10262.0,19,34,12,1,-1.299,0.414,0.706,0,6.0,1,1,0.2695
8628,4387.0,14,9,36,1,-0.252,0.768,0.434,2,78.5,1,1,1.0876
8629,5746.0,17,21,12,1,0.499,0.587,0.651,2,8.9,1,1,0.8943
8630,66743.0,15,20,12,0,0.565,0.322,0.371,2,17.3,1,0,0.7702
8631,5781.0,11,56,24,2,-0.524,0.251,0.06,5,62.8,1,1,0.1599
8632,20809.0,17,19,36,1,0.022,0.076,0.611,3,-44.7,0,0,1.5901
8633,43996.0,13,7,12,1,1.635,0.472,0.202,4,-24.0,0,1,0.0088
8634,22680.0,15,26,24,1,-0.294,0.669,0.898,1,19.8,0,0,1.7625
8635,4150.0,16,33,12,0,-1.302,0.741,0.937,1,16.5,0,1,0.2786
8636,11986.0,16,51,12,0,-0.534,0.612,0.556,4,26.0,1,1,0.3051
8637,23630.0,17,6,24,3,-1.023,0.079,0.779,0,25.5,1,0,0.3417
8638,5835.0,17,11,12,2,-1.072,0.184,0.609,2,35.9,1,0,0.4301
8639,2827.0,19,48,12,1,0.568,0.088,0.368,2,47.0,1,1,0.2205
8640,16488.0,11,12,12,0,0.971,0.567,0.305,0,40.0,1,1,0.1949
8641,20736.0,13,10,12,0,-1.374,0.135,0.302,4,11.8,0,0,0.1716
8642,24881.0,14,57,24,2,-0.881,0.7,0.536,0,52.5,1,1,0.0841
8643,6201.0,14,54,12,1,0.793,0.281,0.564,3,72.4,1,1,0.0619
8644,1158.0,16,15,12,0,-0.079,0.441,0.69,0,23.9,1,1,1.4735
8645,17266.0,14,44,24,0,-0.772,0.829,0.266,0,44.0,1,1,0.47
8646,16922.0,15,20,12,0,-0.263,0.757,0.699,0,48.3,1,1,1.7277
8647,8802.0,18,7,12,1,1.361,0.378,0.435,2,20.5,1,0,0.0321
8648,65722.0,14,8,12,2,-0.324,0.72,0.299,1,65.8,1,1,0.9976
8649,10368.0,21,3,24,1,-0.299,0.117,0.387,1,36.9,1,1,0.6665
8650,5007.0,14,27,12,2,-0.62,0.669,0.491,3,33.1,1,1,1.3802
8651,18809.0,7,56,12,0,0.564,0.721,0.246,1,20.7,1,1,0.0822
8652,10810.0,21,31,36,1,1.488,0.435,0.396,1,12.4,0,0,0.0309
8653,3138.0,15,52,24,2,-1.995,0.384,0.696,2,49.4,1,0,0.0036
8654,18403.0,18,45,12,0,1.224,0.579,0.438,2,39.2,0,0,0.0403
8655,27691.0,19,16,12,0,0.76,0.71,0.642,0,50.8,1,1,0.4346
8656,11399.0,19,22,12,0,-1.985,0.784,0.367,5,49.2,1,1,0.0213
8657,8531.0,15,56,12,2,-0.313,0.302,0.427,3,5.1,1,0,0.1817
8658,28057.0,17,44,12,0,-0.308,0.486,0.299,1,41.3,1,1,0.7281
8659,19478.0,12,58,12,2,0.689,0.763,0.69,4,4.1,1,1,0.046
8660,10141.0,19,5,12,1,1.035,0.193,0.729,3,-5.3,1,1,0.097
8661,34583.0,15,21,12,0,-0.699,0.625,0.916,2,46.4,1,1,1.249
8662,11223.0,8,32,24,0,-0.958,0.516,0.623,3,24.6,1,1,0.7033
8663,12216.0,12,42,12,1,-0.973,0.315,0.527,5,22.3,1,1,0.3824
8664,1439.0,12,38,24,1,0.846,0.675,0.49,3,92.8,1,1,0.2547
8665,8633.0,18,58,24,1,-0.764,0.772,0.654,1,54.4,1,1,0.0886
8666,2514.0,24,4,24,1,0.514,0.309,0.841,0,19.8,1,1,0.3643
8667,39909.0,18,28,24,2,0.938,0.463,0.939,0,39.0,0,1,0.2871
8668,6180.0,21,59,12,0,1.307,0.454,0.458,1,35.4,1,0,0.005
8669,41687.0,16,35,12,1,1.113,0.294,0.595,4,4.5,1,1,0.1257
8670,2903.0,12,57,12,0,0.553,0.605,0.708,0,78.2,1,1,0.0729
8671,8526.0,11,7,36,0,1.961,0.339,0.469,1,34.4,1,1,0.0014
8672,4284.0,13,43,12,1,-1.973,0.703,0.857,2,48.5,0,1,0.0103
8673,8325.0,15,9,24,2,2.431,0.296,0.913,1,28.6,0,1,0.0001
8674,6199.0,11,42,12,0,1.185,0.2,0.681,2,37.0,1,0,0.0611
8675,13926.0,22,54,12,0,1.843,0.578,0.596,0,30.9,0,1,0.0007
8676,8812.0,17,25,24,1,1.455,0.801,0.927,0,76.8,0,1,0.04
8677,11156.0,17,57,12,0,0.402,0.784,0.669,4,19.8,0,1,0.0968
8678,14615.0,17,50,12,1,-1.081,0.391,0.622,2,24.1,1,1,0.1364
8679,32422.0,22,13,12,0,-0.211,0.714,0.962,2,19.4,1,1,1.3754
8680,16733.0,13,8,12,4,-0.145,0.255,0.348,1,57.8,1,1,1.0147
8681,9277.0,15,43,36,1,0.326,0.837,0.294,2,57.0,1,0,0.5499
8682,9454.0,26,6,24,1,0.982,0.136,0.486,2,49.2,1,0,0.1258
8683,6670.0,9,15,24,4,-0.17,0.515,0.797,3,72.7,0,0,1.5017
8684,18426.0,13,7,12,1,-1.155,0.393,0.623,2,33.6,1,1,0.2671
8685,7680.0,12,37,36,0,-0.283,0.353,0.563,1,8.7,0,1,1.2247
8686,32324.0,16,5,12,1,-1.219,0.747,0.483,1,-9.7,1,1,0.1909
8687,10235.0,10,55,24,0,-1.201,0.375,0.746,3,-4.1,1,0,0.0529
8688,4116.0,13,13,24,0,0.305,0.528,0.672,1,4.6,1,0,0.9649
8689,24067.0,19,50,12,0,0.355,0.563,0.926,0,46.2,1,1,0.2612
8690,18377.0,20,26,12,1,1.396,0.83,0.986,2,12.8,0,1,0.0518
8691,35286.0,8,10,12,0,0.024,0.166,0.467,2,21.1,1,1,1.0857
8692,12049.0,15,51,12,2,1.491,0.448,0.813,2,72.2,0,1,0.0067
8693,3092.0,19,27,24,1,-0.183,0.611,0.432,2,57.7,1,1,1.7636
8694,11343.0,13,26,12,1,-1.497,0.744,0.851,2,20.5,0,0,0.1726
8695,16162.0,8,39,12,1,-0.918,0.584,0.578,2,9.6,1,1,0.533
8696,27354.0,12,25,12,2,-0.131,0.598,0.629,3,37.3,1,1,1.7842
8697,17929.0,11,9,12,1,-2.308,0.542,0.426,7,5.4,1,0,0.0023
8698,16079.0,17,58,24,2,0.277,0.274,0.622,0,58.8,1,0,0.1005
8699,19866.0,14,31,24,1,0.881,0.847,0.227,1,-10.0,1,1,0.319
8700,14498.0,9,3,12,1,1.164,0.476,0.542,1,12.9,1,1,0.051
8701,6428.0,11,3,12,1,-0.601,0.54,0.906,1,29.8,1,1,0.5401
8702,6958.0,22,6,12,0,-0.082,0.737,0.79,0,8.9,1,1,0.8594
8703,7773.0,16,12,24,1,-0.965,0.608,0.798,1,14.8,1,0,0.5796
8704,7089.0,13,45,12,0,0.664,0.833,0.573,2,47.1,1,1,0.2395
8705,3147.0,13,46,12,1,-0.435,0.444,0.918,1,47.4,1,1,0.5685
8706,10833.0,20,6,12,0,-0.567,0.7,0.718,2,49.7,1,1,0.727
8707,7247.0,14,16,12,1,0.779,0.761,0.826,4,18.0,1,1,0.4127
8708,3418.0,17,53,24,0,-0.261,0.482,0.745,1,37.4,0,0,0.2763
8709,5546.0,20,11,24,1,0.219,0.679,0.689,0,-3.3,1,1,0.9688
8710,6456.0,23,26,12,1,1.755,0.561,0.562,3,29.9,1,1,0.0088
8711,3722.0,17,16,36,2,1.897,0.56,0.743,2,1.0,1,1,0.0035
8712,4343.0,16,5,12,1,-0.152,0.336,0.936,1,-5.1,1,1,0.8044
8713,3615.0,18,42,36,2,-1.022,0.539,0.317,3,14.2,1,1,0.3427
8714,44418.0,17,43,12,0,-0.178,0.611,0.834,3,8.8,1,1,0.8065
8715,8659.0,13,52,36,0,0.423,0.363,0.722,4,100.0,1,1,0.1837
8716,7537.0,14,5,12,0,0.567,0.216,0.804,2,39.0,1,1,0.3563
8717,36548.0,9,4,36,1,0.298,0.635,0.587,3,21.4,1,0,0.5243
8718,15643.0,19,19,12,0,2.164,0.086,0.909,5,56.1,0,1,0.0007
8719,63689.0,12,22,12,2,-1.296,0.469,0.643,1,32.0,0,1,0.3368
8720,13508.0,17,48,24,0,0.105,0.452,0.857,1,23.2,0,1,0.4398
8721,4917.0,11,44,12,2,-0.328,0.665,0.509,3,-3.2,1,1,0.7233
8722,47055.0,18,24,12,0,0.151,0.751,0.75,2,39.1,1,1,1.5175
8723,13974.0,16,30,12,0,-0.02,0.449,0.143,2,38.9,0,1,1.5887
8724,13704.0,14,55,12,0,-0.587,0.17,0.913,4,58.9,1,0,0.1728
8725,5186.0,11,49,24,0,-0.502,0.56,0.309,3,31.6,1,1,0.3955
8726,16002.0,12,4,12,0,0.592,0.049,0.63,5,21.1,1,0,0.3096
8727,18961.0,12,13,12,0,1.69,0.215,0.616,1,12.2,1,1,0.0096
8728,17349.0,18,16,12,0,-0.19,0.728,0.459,2,19.5,0,1,1.5611
8729,5321.0,15,9,24,1,-0.045,0.51,0.774,0,41.6,1,1,1.0559
8730,21420.0,21,5,24,1,0.708,0.184,0.82,3,41.9,1,1,0.2569
8731,10882.0,16,53,12,1,0.852,0.471,0.692,1,23.9,1,1,0.0597
8732,35594.0,7,38,36,1,1.409,0.733,0.54,2,-11.3,1,0,0.0319
8733,8277.0,12,34,12,4,0.892,0.378,0.337,1,27.2,0,1,0.275
8734,15866.0,15,47,12,1,1.763,0.361,0.807,2,53.1,1,1,0.0026
8735,5907.0,12,17,36,0,0.609,0.111,0.831,4,-7.0,1,0,0.6508
8736,4080.0,9,26,12,1,-0.297,0.718,0.439,3,48.7,1,1,1.7608
8737,10220.0,9,46,36,0,-0.744,0.384,0.576,0,47.8,1,1,0.4073
8738,37650.0,19,51,12,2,-1.28,0.016,0.867,1,41.0,1,1,0.0705
8739,29492.0,18,53,12,0,-0.949,0.798,0.674,3,44.5,1,1,0.1274
8740,28580.0,14,15,12,2,0.662,0.232,0.332,1,65.3,1,1,0.5356
8741,9949.0,13,57,12,3,1.28,0.473,0.784,1,19.3,1,1,0.0076
8742,11778.0,17,49,12,0,0.589,0.267,0.488,0,34.1,1,1,0.1891
8743,11238.0,9,59,24,0,0.153,0.527,0.586,5,-12.7,1,1,0.0995
8744,16764.0,13,16,12,1,1.086,0.427,0.89,3,29.3,1,1,0.1569
8745,3888.0,12,58,36,2,0.384,0.351,0.862,3,18.1,1,1,0.0859
8746,25431.0,9,3,24,2,-0.605,0.19,0.539,3,24.6,1,1,0.5376
8747,12153.0,16,23,24,1,-1.972,0.412,0.521,4,-12.1,1,0,0.0229
8748,4513.0,11,50,12,4,-0.112,0.572,0.742,3,29.9,1,1,0.3965
8749,7974.0,17,39,12,2,0.74,0.858,0.369,1,5.9,1,1,0.3202
8750,37523.0,9,29,12,1,0.862,0.33,0.812,3,-11.4,1,1,0.3551
8751,5541.0,20,14,12,0,-1.336,0.22,0.602,3,5.0,1,0,0.2404
8752,7457.0,11,58,12,1,-0.574,0.091,0.332,4,33.9,1,0,0.1136
8753,8652.0,18,51,12,1,-0.739,0.83,0.645,0,20.2,1,1,0.238
8754,4516.0,17,31,12,0,0.183,0.559,0.745,2,23.3,1,1,1.3174
8755,5817.0,16,50,24,0,-0.624,0.67,0.836,2,19.4,1,1,0.3122
8756,11855.0,16,18,24,1,-0.642,0.514,0.747,0,27.4,1,1,1.2669
8757,62639.0,14,6,24,2,0.136,0.273,0.244,1,46.7,0,1,0.7492
8758,10470.0,18,57,12,0,-0.95,0.472,0.44,1,7.3,0,0,0.0732
8759,4875.0,13,27,24,0,0.164,0.032,0.663,1,39.9,1,1,1.4675
8760,4556.0,14,26,24,1,0.698,0.431,0.917,2,19.0,1,1,0.5819
8761,5196.0,16,41,12,0,-0.101,0.581,0.516,4,31.3,1,0,0.9342
8762,5150.0,18,35,12,3,-0.067,0.488,0.315,0,59.6,1,1,1.3423
8763,18848.0,14,49,24,4,0.448,0.792,0.895,4,-0.3,0,1,0.2503
8764,6560.0,17,7,24,2,1.437,0.305,0.721,1,27.2,1,1,0.0229
8765,3381.0,10,47,24,0,-0.772,0.452,0.589,2,37.8,1,1,0.3528
8766,56806.0,22,37,12,0,-1.111,0.695,0.915,2,44.0,1,1,0.3905
8767,36078.0,15,48,12,1,-0.078,0.317,0.453,0,8.0,0,1,0.4902
8768,45722.0,12,17,12,2,-0.449,0.793,0.316,2,19.9,1,1,1.4815
8769,13170.0,8,41,12,0,-1.008,0.592,0.912,2,-16.0,1,1,0.3826
8770,4472.0,21,20,12,2,1.316,0.196,0.631,2,49.6,1,0,0.0712
8771,8292.0,16,3,12,1,0.77,0.429,0.6,1,62.1,1,0,0.1828
8772,17400.0,15,30,24,0,-0.344,0.582,0.328,0,21.6,1,1,1.6144
8773,9757.0,12,11,12,0,2.468,0.163,0.426,2,-11.1,1,1,0.0001
8774,14950.0,14,42,12,2,-2.392,0.38,0.678,3,46.9,1,0,0.0011
8775,5175.0,16,18,12,0,0.046,0.581,0.728,1,67.0,1,1,1.5281
8776,32081.0,10,21,12,2,-0.309,0.364,0.631,0,23.6,1,0,1.7356
8777,1637.0,12,45,12,1,0.466,0.595,0.69,3,5.8,0,0,0.3652
8778,70982.0,16,46,24,0,-0.136,0.536,0.803,4,23.8,1,0,0.6105
8779,4402.0,14,18,12,0,-0.42,0.415,0.676,3,30.4,1,1,1.5534
8780,5532.0,18,14,24,0,1.872,0.815,0.719,1,-19.1,1,1,0.0037
8781,11461.0,18,12,24,1,0.803,0.573,0.45,5,-1.4,1,0,0.3231
8782,24002.0,9,20,12,2,-0.18,0.558,0.627,2,4.9,1,1,1.7362
8783,65854.0,16,49,12,0,-0.686,0.27,0.643,1,14.5,1,0,0.3231
8784,14473.0,11,42,12,3,-0.407,0.253,0.669,4,21.6,1,1,0.8254
8785,17662.0,21,55,12,0,-1.024,0.318,0.739,4,31.9,1,0,0.0829
8786,33747.0,12,35,36,0,0.513,0.287,0.901,4,21.3,1,1,0.6789
8787,16167.0,12,23,24,0,1.16,0.308,0.887,2,19.9,1,1,0.1377
8788,29126.0,24,43,12,2,-0.056,0.597,0.441,2,20.7,0,0,0.784
8789,7716.0,13,25,12,1,-0.577,0.413,0.884,4,54.8,1,1,1.4748
8790,4710.0,17,48,12,0,0.78,0.376,0.369,3,25.4,1,1,0.132
8791,19854.0,18,8,24,3,-0.48,0.115,0.31,0,-15.5,1,1,0.9139
8792,3421.0,22,36,12,1,-0.116,0.623,0.365,3,56.6,0,0,1.2942
8793,20052.0,13,11,12,0,-0.422,0.949,0.754,4,28.6,1,1,1.1547
8794,4966.0,7,43,24,0,0.689,0.806,0.706,2,27.1,1,1,0.269
8795,30423.0,16,8,12,0,-0.904,0.651,0.419,3,60.5,1,1,0.5117
8796,32669.0,12,45,24,1,-1.137,0.147,0.764,4,32.0,1,1,0.1993
8797,7462.0,16,17,12,1,0.615,0.161,0.29,0,42.5,0,0,0.6412
8798,6476.0,19,23,12,2,-0.815,0.27,0.415,3,1.1,1,0,1.0616
8799,70428.0,13,50,12,0,-0.287,0.602,0.906,4,34.9,1,1,0.3966
8800,44592.0,13,50,12,0,-2.264,0.412,0.797,1,50.6,1,1,0.0011
8801,13479.0,15,30,24,1,0.265,0.536,0.603,2,34.4,1,1,1.2301
8802,11604.0,22,37,12,1,2.057,0.45,0.848,1,3.0,1,1,0.001
8803,32368.0,14,13,24,1,-0.009,0.585,0.687,2,19.0,1,1,1.3075
8804,3331.0,11,4,12,0,-0.369,0.507,0.482,1,29.1,1,1,0.7113
8805,6299.0,17,26,12,0,1.634,0.656,0.477,1,61.1,1,1,0.0167
8806,28569.0,10,18,24,4,0.725,0.074,0.75,1,-7.9,1,1,0.5068
8807,6676.0,20,30,36,1,-0.877,0.766,0.745,0,72.0,1,1,0.8794
8808,7478.0,18,5,24,1,0.797,0.58,0.558,0,53.6,1,1,0.2029
8809,8744.0,14,22,36,1,-0.426,0.673,0.589,1,49.6,1,1,1.6617
8810,14406.0,17,34,12,3,1.24,0.503,0.382,0,48.1,0,1,0.081
8811,30695.0,14,16,24,0,-0.972,0.756,0.718,0,66.2,1,1,0.683
8812,12298.0,14,52,24,0,0.989,0.72,0.428,1,95.2,1,1,0.0443
8813,55837.0,11,11,12,3,-1.757,0.648,0.681,1,61.3,1,1,0.0427
8814,20478.0,14,23,12,0,2.282,0.586,0.693,3,63.3,1,1,0.0003
8815,12520.0,21,43,24,0,-0.005,0.675,0.752,4,2.3,1,1,0.7655
8816,9891.0,9,17,24,2,0.286,0.349,0.587,2,55.0,1,1,1.1632
8817,8741.0,13,54,12,1,-2.401,0.608,0.362,2,-2.4,1,0,0.0003
8818,22343.0,19,43,24,1,0.073,0.349,0.831,2,36.6,1,1,0.7276
8819,17246.0,12,20,12,1,-0.24,0.556,0.733,2,-7.6,1,1,1.7332
8820,9223.0,18,30,12,0,-0.935,0.526,0.507,3,33.7,0,1,0.7846
8821,18999.0,15,6,12,1,0.25,0.29,0.361,5,56.1,1,1,0.6615
8822,14625.0,10,49,12,0,-0.125,0.427,0.672,1,7.5,1,1,0.4454
8823,14531.0,12,59,12,1,-0.201,0.543,0.925,1,28.4,1,1,0.1183
8824,20454.0,18,12,24,1,-1.842,0.206,0.554,0,50.4,1,0,0.0309
8825,13586.0,20,7,24,0,1.057,0.72,0.704,3,7.9,1,1,0.1055
8826,12372.0,20,49,12,3,-0.509,0.591,0.66,3,20.8,1,1,0.393
8827,5165.0,14,17,12,1,-0.281,0.11,0.804,1,76.5,1,0,1.5997
8828,15947.0,9,57,24,0,-0.741,0.397,0.449,3,6.1,1,1,0.1065
8829,11676.0,18,40,12,1,0.059,0.366,0.7,4,45.8,0,1,0.9287
8830,8000.0,19,48,12,0,-0.265,0.41,0.942,2,48.7,1,1,0.4976
8831,11520.0,15,41,12,0,0.445,0.354,0.43,1,100.0,1,1,0.5313
8832,40374.0,13,39,12,1,1.141,0.426,0.917,3,0.2,1,1,0.0897
8833,35911.0,13,22,24,0,0.438,0.384,0.259,2,5.8,0,0,1.0134
8834,7060.0,16,20,12,1,0.723,0.358,0.434,2,52.3,1,1,0.5318
8835,1282.0,19,36,12,0,0.639,0.233,0.547,0,16.3,1,1,0.4913
8836,18866.0,23,33,12,1,1.03,0.521,0.548,1,31.9,1,0,0.1836
8837,7899.0,20,59,12,0,0.27,0.072,0.702,2,-5.4,1,1,0.0871
8838,9330.0,14,40,12,0,0.584,0.892,0.598,6,64.0,1,1,0.4337
8839,21448.0,9,3,12,0,1.268,0.598,0.698,4,48.5,1,1,0.0339
8840,24924.0,8,13,36,1,-0.405,0.217,0.462,1,9.1,1,1,1.2974
8841,22038.0,9,10,12,3,0.286,0.362,0.757,0,35.8,1,1,0.839
8842,24167.0,22,54,24,0,-0.399,0.254,0.376,0,48.3,1,1,0.2305
8843,12349.0,12,59,12,0,0.378,0.661,0.404,1,36.3,1,1,0.0744
8844,27082.0,25,58,12,1,-1.274,0.829,0.922,1,31.3,1,1,0.0278
8845,49547.0,25,35,36,0,-1.112,0.711,0.153,1,20.3,1,0,0.433
8846,8364.0,11,48,24,0,-0.826,0.409,0.485,2,38.4,0,1,0.2902
8847,5176.0,18,53,12,0,1.25,0.792,0.092,2,5.9,0,1,0.015
8848,19825.0,15,56,24,0,-1.064,0.813,0.485,2,68.8,1,1,0.0656
8849,15301.0,17,40,36,0,-0.164,0.413,0.615,1,24.9,1,1,1.0173
8850,14530.0,14,19,24,1,0.071,0.437,0.102,2,-1.0,1,1,1.5373
8851,21586.0,15,21,24,1,-0.249,0.231,0.579,0,46.0,0,1,1.7584
8852,36326.0,9,21,12,2,0.629,0.379,0.504,1,22.8,1,1,0.6788
8853,71340.0,15,59,36,1,0.168,0.749,0.836,0,20.5,1,1,0.098
8854,4736.0,12,23,12,0,-0.777,0.576,0.465,4,21.0,1,0,1.1317
8855,13715.0,17,20,12,1,-0.536,0.438,0.598,0,43.1,1,1,1.4855
8856,5923.0,10,14,24,1,-0.2,0.187,0.602,0,35.0,1,1,1.4413
8857,58026.0,21,38,12,1,0.005,0.764,0.232,2,34.5,0,0,1.0985
8858,37027.0,23,43,24,2,0.932,0.721,0.494,2,39.5,1,1,0.136
8859,43350.0,11,40,12,1,-1.071,0.524,0.898,2,53.0,1,1,0.3554
8860,6530.0,13,5,24,0,1.291,0.411,0.25,3,22.4,1,1,0.0368
8861,4542.0,14,46,12,0,-1.395,0.319,0.279,4,30.7,1,1,0.0846
8862,44094.0,17,42,12,0,0.014,0.763,0.818,2,34.6,1,1,0.8221
8863,30621.0,15,43,12,2,0.191,0.264,0.621,1,29.1,0,1,0.6525
8864,12834.0,15,6,12,0,1.357,0.628,0.512,1,14.0,1,0,0.0302
8865,33813.0,20,8,12,3,1.262,0.478,0.747,2,-5.8,1,0,0.0523
8866,10909.0,22,3,12,0,-0.931,0.498,0.702,1,48.2,0,0,0.3216
8867,50055.0,17,17,12,1,-0.704,0.583,0.346,1,28.9,1,1,1.1352
8868,7510.0,13,48,36,0,-0.862,0.756,0.537,2,22.4,1,1,0.2722
8869,30728.0,9,50,12,1,-1.113,0.874,0.521,5,46.2,1,0,0.1258
8870,6874.0,15,50,12,2,-0.92,0.552,0.669,2,-8.6,0,0,0.1952
8871,27835.0,18,10,12,3,0.203,0.344,0.859,3,-10.7,1,1,0.9297
8872,104173.0,13,4,12,0,-1.407,0.71,0.846,1,53.6,1,1,0.0977
8873,3064.0,9,40,12,0,-0.707,0.787,0.631,1,72.2,1,1,0.713
8874,23260.0,14,17,12,0,-0.317,0.352,0.624,1,27.5,1,0,1.5839
8875,2745.0,12,31,12,0,-0.153,0.726,0.123,3,19.6,1,1,1.6094
8876,6147.0,17,7,12,2,-0.454,0.273,0.692,1,3.2,1,1,0.8658
8877,16806.0,15,48,24,0,1.514,0.339,0.07,3,48.7,1,1,0.0085
8878,14195.0,12,12,12,3,-1.139,0.361,0.616,2,-4.5,1,1,0.384
8879,11339.0,17,18,12,0,-0.029,0.984,0.622,2,42.0,0,1,1.5956
8880,22670.0,15,43,12,0,-1.089,0.753,0.686,1,55.6,0,0,0.2696
8881,5671.0,19,3,12,0,-0.28,0.233,0.579,1,44.0,0,0,0.6696
8882,13036.0,10,27,12,1,-1.41,0.552,0.769,1,46.3,1,0,0.2311
8883,3051.0,14,26,24,1,-1.707,0.143,0.583,0,14.9,1,0,0.0762
8884,14701.0,16,11,24,0,0.301,0.332,0.536,1,4.4,1,0,0.873
8885,3615.0,16,16,12,1,0.193,0.829,0.846,1,39.0,1,1,1.2599
8886,13630.0,14,55,36,0,-0.603,0.49,0.593,3,51.5,1,1,0.1698
8887,7694.0,19,42,12,1,-0.275,0.652,0.538,1,59.8,1,1,0.8694
8888,21378.0,18,37,12,2,0.585,0.617,0.756,4,34.0,1,0,0.5253
8889,49776.0,16,37,24,0,0.422,0.302,0.588,4,12.7,1,1,0.7224
8890,5323.0,15,29,12,2,0.391,0.527,0.502,3,56.8,1,1,1.0479
8891,34436.0,12,29,24,1,-1.38,0.549,0.521,1,73.2,1,1,0.2462
8892,22948.0,21,20,12,2,-1.657,0.046,0.58,4,43.3,0,1,0.0911
8893,2928.0,20,53,12,1,0.438,0.393,0.639,6,17.9,1,1,0.1579
8894,6550.0,13,38,24,1,-0.674,0.448,0.497,2,-11.3,1,0,0.8523
8895,17135.0,17,31,12,0,-0.762,0.408,0.843,2,87.7,1,1,1.0409
8896,6180.0,15,27,24,0,-0.882,0.489,0.939,3,18.7,1,1,0.9244
8897,23140.0,16,6,12,1,-1.121,0.281,0.739,1,28.0,1,0,0.2694
8898,12748.0,15,29,12,2,0.337,0.78,0.667,2,19.8,1,1,1.1408
8899,55910.0,15,52,12,1,0.809,0.583,0.496,0,36.3,1,0,0.0766
8900,39110.0,14,33,24,0,1.547,0.618,0.446,1,21.8,1,1,0.0217
8901,6697.0,17,39,12,1,-0.879,0.41,0.791,1,-2.5,0,1,0.5751
8902,31971.0,20,4,24,1,0.777,0.65,0.503,4,28.6,1,1,0.1966
8903,3189.0,14,40,36,0,-0.438,0.078,0.523,1,-23.5,1,1,0.9418
8904,27565.0,14,34,12,2,-0.398,0.702,0.655,1,33.7,1,1,1.3652
8905,4755.0,18,5,36,1,1.196,0.247,0.633,2,-7.2,0,1,0.0539
8906,9844.0,22,45,24,1,1.977,0.434,0.753,2,76.2,1,0,0.0009
8907,3831.0,14,54,12,2,-1.818,0.74,0.936,4,17.0,0,0,0.0064
8908,10283.0,17,6,12,3,-1.347,0.685,0.473,5,31.5,1,0,0.1411
